subj,session,cycle,task,trial,item,wf,type,source,colour,encoding,bias,null,response,corr,rt,points,total
7,001,0,recog,32,FULCRUM,LF,target,left,aqua,imageability,conservative,no,z,1,1.10660428472,1,19
7,001,0,recog,33,BORAX,LF,lure,-,-,-,conservative,no,m,1,1.35982694663,3,22
7,001,0,recog,34,AWAITS,LF,lure,-,-,-,conservative,no,m,1,1.71966489148,3,25
7,001,0,recog,35,TODAY,HF,target,right,yellow,pleasantness,conservative,no,z,1,1.30651453929,1,26
7,001,0,recog,36,FRONT,HF,lure,-,-,-,liberal,no,m,1,2.07950027019,1,27
7,001,0,recog,37,ANYONE,HF,target,right,yellow,pleasantness,conservative,no,z,1,1.03985681781,1,28
7,001,0,recog,38,JEERED,LF,target,left,aqua,imageability,conservative,no,z,1,0.853288871236,1,29
7,001,0,recog,39,PAPER,HF,lure,-,-,-,liberal,no,m,1,0.866663807188,1,30
7,001,0,recog,40,BECAME,HF,lure,-,-,-,conservative,no,m,1,1.65274511918,3,33
7,001,0,recog,41,HOTEL,HF,target,left,aqua,imageability,conservative,no,z,1,0.973217500024,1,34
7,001,0,recog,42,DRINK,HF,target,right,yellow,pleasantness,conservative,no,z,1,1.06651907053,1,35
7,001,0,recog,43,SAPLINGS,LF,lure,-,-,-,liberal,no,m,1,1.21322103415,1,36
7,001,0,recog,44,BEHIND,HF,lure,-,-,-,liberal,no,m,1,4.18533211329,1,37
7,001,0,recog,45,COFFINS,LF,lure,-,-,-,conservative,no,z,0,1.02657133411,-3,34
7,001,0,recog,46,IDLING,LF,target,right,yellow,pleasantness,conservative,no,m,0,1.98596040497,-1,33
7,001,0,recog,47,FIGURE,HF,target,left,aqua,imageability,liberal,no,z,1,3.3323229634,3,36
7,001,0,recog,48,SAMENESS,LF,target,right,yellow,pleasantness,liberal,no,z,1,1.18649279221,3,39
7,001,0,recog,49,BROUGHT,HF,target,left,aqua,imageability,liberal,no,z,1,2.27934746828,3,42
7,001,0,recog,50,PELTED,LF,lure,-,-,-,liberal,no,m,1,0.959918085253,1,43
7,001,0,recog,51,KOSHER,LF,lure,-,-,-,liberal,no,m,1,1.11994219339,1,44
7,001,0,recog,52,NEPHEWS,LF,target,left,aqua,imageability,liberal,no,z,1,1.05322882091,3,47
7,001,0,recog,53,EASILY,HF,target,left,aqua,imageability,liberal,no,m,0,2.26604328747,-3,44
7,001,0,recog,54,PATCHY,LF,target,left,aqua,imageability,conservative,no,z,1,1.1064965023,1,45
7,001,0,recog,55,FOUND,HF,target,left,aqua,imageability,liberal,no,z,1,2.54596083029,3,48
7,001,0,recog,56,AGELESS,LF,lure,-,-,-,conservative,no,m,1,4.05212459958,3,51
7,001,0,recog,57,RANGE,HF,lure,-,-,-,conservative,no,m,1,2.49264768965,3,54
7,001,0,recog,58,HOODLUMS,LF,lure,-,-,-,liberal,no,z,0,1.799656049,-1,53
7,001,0,recog,59,WAITING,HF,lure,-,-,-,conservative,no,z,0,3.38565773389,-3,50
7,001,0,recog,60,CHLORIDE,LF,target,right,yellow,pleasantness,liberal,no,z,1,1.8395139667,3,53
7,001,0,recog,61,FURTHER,HF,target,right,yellow,pleasantness,liberal,no,z,1,0.973234363948,3,56
7,001,0,recog,62,FREEDOM,HF,target,right,yellow,pleasantness,conservative,no,z,1,1.49299743306,1,57
7,001,0,recog,63,BUTCHERED,LF,lure,-,-,-,liberal,no,m,1,0.946374509949,1,58
7,001,0,recog,64,FRACTIONS,LF,target,right,yellow,pleasantness,conservative,no,z,1,2.45272928174,1,59
7,001,0,recog,65,SUMMER,HF,target,left,aqua,imageability,conservative,no,z,1,4.57165010704,1,60
7,001,0,recog,66,DAYBREAK,LF,target,right,yellow,pleasantness,conservative,no,z,1,0.853351194412,1,61
7,001,0,recog,67,SUBJECT,HF,lure,-,-,-,conservative,no,z,0,0.986386769335,-3,58
7,001,0,recog,68,SECOND,HF,target,right,yellow,pleasantness,conservative,no,m,0,0.813293842366,-1,57
7,001,0,recog,69,BOWER,LF,target,right,yellow,pleasantness,liberal,no,z,1,2.61243700772,3,60
7,001,0,recog,70,TREES,HF,lure,-,-,-,liberal,no,m,1,3.47893400851,1,61
7,001,0,recog,71,PSALMS,LF,lure,-,-,-,conservative,no,m,1,2.45279747073,3,64
7,001,0,recog,72,SPOKE,HF,lure,-,-,-,conservative,no,m,1,1.95953901333,3,67
7,001,0,recog,73,FLOOR,HF,target,left,aqua,imageability,conservative,no,m,0,2.17279194226,-1,66
7,001,0,recog,74,AVAILABLE,HF,target,right,yellow,pleasantness,liberal,no,z,1,0.613432713202,3,69
7,001,0,recog,75,PAMPERED,LF,lure,-,-,-,liberal,no,m,1,1.09329130547,1,70
7,001,0,recog,76,RUGGER,LF,lure,-,-,-,conservative,no,m,1,3.1457135902,3,73
7,001,0,recog,77,WOODCOCK,LF,lure,-,-,-,liberal,no,m,1,1.22652558156,1,74
7,001,0,recog,78,BREAK,HF,lure,-,-,-,conservative,no,m,1,2.93236204376,3,77
7,001,0,recog,79,ENROLMENT,LF,lure,-,-,-,conservative,no,z,0,1.0665520652,-3,74
7,001,0,recog,80,SIESTA,LF,lure,-,-,-,liberal,no,m,1,7.35755251464,1,75
7,001,0,recog,81,SEVEN,HF,lure,-,-,-,liberal,no,m,1,1.11994475953,1,76
7,001,0,recog,82,LASER,LF,target,left,aqua,imageability,conservative,no,z,1,1.06653556786,1,77
7,001,0,recog,83,UNTIL,HF,lure,-,-,-,conservative,no,m,1,1.31982165284,3,80
7,001,0,recog,84,VACATED,LF,target,left,aqua,imageability,liberal,yes,m,0,0.906682298868,-3,77
7,001,0,recog,85,LANGUAGE,HF,lure,-,-,-,conservative,no,m,1,4.31855649094,3,80
7,001,0,recog,86,USING,HF,lure,-,-,-,conservative,no,m,1,1.66630922444,3,83
7,001,0,recog,87,ELECTING,LF,lure,-,-,-,liberal,no,m,1,4.39878997568,1,84
7,001,0,recog,88,DEVELOPED,HF,target,right,yellow,pleasantness,conservative,no,m,0,3.31907597347,-1,83
7,001,0,recog,89,BEAUTIFUL,HF,target,right,yellow,pleasantness,liberal,no,z,1,1.57303368312,3,86
7,001,0,recog,90,AMULETS,LF,lure,-,-,-,liberal,no,m,1,1.38645070558,1,87
7,001,0,recog,91,DECIDED,HF,target,right,yellow,pleasantness,liberal,no,m,0,1.57302378479,-3,84
7,001,0,recog,92,HYENA,LF,lure,-,-,-,conservative,yes,z,0,0.999927778379,-3,81
7,001,0,recog,93,FIELD,HF,lure,-,-,-,liberal,no,m,1,1.17316368211,1,82
7,001,0,recog,94,RODENTS,LF,target,left,aqua,imageability,conservative,no,z,1,1.11990186654,1,83
7,001,0,recog,95,AREAS,HF,lure,-,-,-,liberal,no,m,1,4.62520374206,1,84
7,001,1,source,0,SOYBEAN,LF,target,left,aqua,imageability,conservative,no,8,0,1.77293440595,-,-
7,001,1,source,1,CHIEF,HF,target,right,yellow,pleasantness,conservative,no,8,1,0.786487512989,-,-
7,001,1,source,2,STOOD,HF,target,right,yellow,pleasantness,liberal,no,2,0,0.426571847289,-,-
7,001,1,source,3,COUNCIL,HF,target,left,aqua,imageability,liberal,no,8,0,0.413519159192,-,-
7,001,1,source,4,LIGHT,HF,target,right,yellow,pleasantness,conservative,no,2,0,0.253562873462,-,-
7,001,1,source,5,MAUSOLEUM,LF,target,right,yellow,pleasantness,liberal,no,8,1,0.253281685757,-,-
7,001,1,source,6,DAILIES,LF,target,right,yellow,pleasantness,liberal,no,2,0,0.199993841001,-,-
7,001,1,source,7,DAMASK,LF,target,right,yellow,pleasantness,liberal,no,2,0,3.7052968163,-,-
7,001,1,source,8,FUELLED,LF,target,right,yellow,pleasantness,liberal,no,8,1,2.94581360067,-,-
7,001,1,source,9,ALKALINE,LF,target,left,aqua,imageability,conservative,no,3,1,2.69254694588,-,-
7,001,1,source,10,VINEYARDS,LF,target,left,aqua,imageability,liberal,no,3,1,1.27978373098,-,-
7,001,1,source,11,SPUDS,LF,target,right,yellow,pleasantness,conservative,no,7,1,1.66631728981,-,-
7,001,1,source,12,WETTER,LF,target,right,yellow,pleasantness,liberal,no,7,1,1.31969737296,-,-
7,001,1,source,13,HUDDLE,LF,target,left,aqua,imageability,conservative,no,8,0,1.53307861451,-,-
7,001,1,source,14,MERELY,HF,target,right,yellow,pleasantness,conservative,no,3,0,1.38647930103,-,-
7,001,1,source,15,INITIATES,LF,target,left,aqua,imageability,liberal,no,3,1,1.10649283614,-,-
7,001,1,source,16,BUSINESS,HF,target,right,yellow,pleasantness,liberal,no,3,0,1.15984557022,-,-
7,001,1,source,17,NUANCE,LF,target,left,aqua,imageability,liberal,no,8,0,2.07948890538,-,-
7,001,1,source,18,SNEAKED,LF,target,right,yellow,pleasantness,conservative,no,7,1,1.79957062949,-,-
7,001,1,source,19,SEEMED,HF,target,left,aqua,imageability,conservative,no,7,0,1.57314073248,-,-
7,001,1,source,20,INTEREST,HF,target,left,aqua,imageability,liberal,no,3,1,1.61304850876,-,-
7,001,1,source,21,RIVER,HF,target,left,aqua,imageability,conservative,yes,2,1,1.62610742915,-,-
7,001,1,source,22,DAUGHTER,HF,target,right,yellow,pleasantness,conservative,no,8,1,1.4661155825,-,-
7,001,1,source,23,POINT,HF,target,right,yellow,pleasantness,conservative,no,7,1,1.09323778085,-,-
7,001,1,source,24,UNDER,HF,target,right,yellow,pleasantness,liberal,no,8,1,1.9862096979,-,-
7,001,1,source,25,ACQUIRES,LF,target,right,yellow,pleasantness,conservative,yes,2,0,2.09280811693,-,-
7,001,1,source,26,MEANS,HF,target,left,aqua,imageability,liberal,no,2,1,1.38641404489,-,-
7,001,1,source,27,NUCLEAR,HF,target,left,aqua,imageability,conservative,no,8,0,1.18654375058,-,-
7,001,1,source,28,CENTRAL,HF,target,left,aqua,imageability,conservative,no,2,1,1.2663376733,-,-
7,001,1,source,29,UNFAILING,LF,target,left,aqua,imageability,liberal,no,8,0,1.23967432068,-,-
7,001,1,source,30,JUTTED,LF,target,left,aqua,imageability,liberal,no,2,1,1.10653792892,-,-
7,001,1,source,31,PRACTICE,HF,target,left,aqua,imageability,liberal,no,8,0,1.25314824062,-,-
7,001,1,source,32,TIGHTNESS,LF,target,left,aqua,imageability,conservative,no,2,1,1.43950868747,-,-
7,001,1,source,33,FATHER,HF,target,right,yellow,pleasantness,liberal,yes,8,1,1.30616552907,-,-
7,001,1,source,34,SOJOURN,LF,target,right,yellow,pleasantness,liberal,no,8,1,0.933247033972,-,-
7,001,1,source,35,CLOSE,HF,target,left,aqua,imageability,liberal,no,7,0,0.706728418008,-,-
7,001,1,source,36,ASKED,HF,target,left,aqua,imageability,conservative,no,3,1,2.18614011584,-,-
7,001,1,source,37,SUSPEND,LF,target,left,aqua,imageability,conservative,no,3,1,0.959719750681,-,-
7,001,1,source,38,THANK,HF,target,right,yellow,pleasantness,liberal,no,8,1,1.11982744525,-,-
7,001,1,source,39,BABBLED,LF,target,left,aqua,imageability,conservative,no,2,1,1.14655715367,-,-
7,001,1,source,40,AMONG,HF,target,left,aqua,imageability,liberal,no,2,1,1.06660449004,-,-
7,001,1,source,41,DOWDY,LF,target,left,aqua,imageability,liberal,no,3,1,1.07987091027,-,-
7,001,1,source,42,ECHELONS,LF,target,right,yellow,pleasantness,conservative,no,8,1,2.13293365797,-,-
7,001,1,source,43,QUESTION,HF,target,right,yellow,pleasantness,liberal,no,9,1,1.39970026177,-,-
7,001,1,source,44,RAYON,LF,target,right,yellow,pleasantness,conservative,yes,3,0,1.34621224948,-,-
7,001,1,source,45,ONCOMING,LF,target,right,yellow,pleasantness,conservative,no,2,0,1.13323610916,-,-
7,001,1,source,46,SHALL,HF,target,left,aqua,imageability,conservative,no,8,0,1.69303563354,-,-
7,001,1,source,47,LONGER,HF,target,right,yellow,pleasantness,conservative,no,2,0,1.38642430992,-,-
7,001,1,recog,0,BUSINESS,HF,target,right,yellow,pleasantness,liberal,no,z,1,2.85250176513,3,87
7,001,1,recog,1,SUSPEND,LF,target,left,aqua,imageability,conservative,yes,z,1,1.99953110924,1,88
7,001,1,recog,2,EVOCATION,LF,lure,-,-,-,liberal,no,m,1,1.38643494155,1,89
7,001,1,recog,3,VINEYARDS,LF,target,left,aqua,imageability,liberal,no,z,1,1.27981232631,3,92
7,001,1,recog,4,SYNDICATE,LF,lure,-,-,-,conservative,no,m,1,1.75965075509,3,95
7,001,1,recog,5,NORTH,HF,lure,-,-,-,conservative,no,m,1,1.75960566243,3,98
7,001,1,recog,6,WETTER,LF,target,right,yellow,pleasantness,liberal,no,z,1,1.39970062848,3,101
7,001,1,recog,7,PRACTICE,HF,target,left,aqua,imageability,liberal,no,z,1,2.46598250407,3,104
7,001,1,recog,8,CEMENTED,LF,lure,-,-,-,conservative,no,m,1,1.34644027927,3,107
7,001,1,recog,9,HUDDLE,LF,target,left,aqua,imageability,conservative,no,z,1,1.09329533821,1,108
7,001,1,recog,10,MUNCH,LF,lure,-,-,-,conservative,no,m,1,1.06653703435,3,111
7,001,1,recog,11,UNFAILING,LF,target,left,aqua,imageability,liberal,no,m,0,1.25326225546,-3,108
7,001,1,recog,12,GALACTIC,LF,lure,-,-,-,conservative,no,m,1,0.973299620091,3,111
7,001,1,recog,13,JINGLE,LF,lure,-,-,-,conservative,no,z,0,2.3458122809,-3,108
7,001,1,recog,14,POSITION,HF,lure,-,-,-,conservative,no,m,1,0.560027920874,3,111
7,001,1,recog,15,THOUSAND,HF,lure,-,-,-,liberal,no,z,0,1.43972645223,-1,110
7,001,1,recog,16,TALKING,HF,lure,-,-,-,conservative,no,m,1,0.560059449053,3,113
7,001,1,recog,17,OFTEN,HF,lure,-,-,-,conservative,no,m,1,0.560154766892,3,116
7,001,1,recog,18,LIGHT,HF,target,right,yellow,pleasantness,conservative,no,z,1,0.853296570014,1,117
7,001,1,recog,19,SPUDS,LF,target,right,yellow,pleasantness,conservative,no,m,0,0.813121536979,-1,116
7,001,1,recog,20,DOCTOR,HF,lure,-,-,-,conservative,no,z,0,0.600058877142,-3,113
7,001,1,recog,21,AVIDLY,LF,lure,-,-,-,conservative,no,m,1,0.413471500273,3,116
7,001,1,recog,22,DAILIES,LF,target,right,yellow,pleasantness,liberal,no,z,1,1.25292351027,3,119
7,001,1,recog,23,THANK,HF,target,right,yellow,pleasantness,liberal,no,z,1,1.23963472713,3,122
7,001,1,recog,24,ALKALINE,LF,target,left,aqua,imageability,conservative,no,z,1,0.759785666713,1,123
7,001,1,recog,25,ARGUABLE,LF,lure,-,-,-,liberal,no,m,1,0.933313389891,1,124
7,001,1,recog,26,PISTONS,LF,lure,-,-,-,liberal,no,m,1,1.03992647317,1,125
7,001,1,recog,27,SOJOURN,LF,target,right,yellow,pleasantness,liberal,no,m,0,0.653326558415,-3,122
7,001,1,recog,28,SEEMED,HF,target,left,aqua,imageability,conservative,no,z,1,0.333498306572,1,123
7,001,1,recog,29,CENTRAL,HF,target,left,aqua,imageability,conservative,no,m,0,1.26647698402,-1,122
7,001,1,recog,30,VETOED,LF,lure,-,-,-,conservative,no,z,0,0.186933087534,-3,119
7,001,1,recog,31,MESSED,LF,lure,-,-,-,liberal,no,z,0,3.6255149917,-1,118
7,001,1,recog,32,ANIMAL,HF,lure,-,-,-,liberal,no,z,0,5.25157989445,-1,117
7,001,1,recog,33,CHIEF,HF,target,right,yellow,pleasantness,conservative,no,m,0,0.653465135954,-1,116
7,001,1,recog,34,HOIST,LF,lure,-,-,-,conservative,no,m,1,1.6529346552,3,119
7,001,1,recog,35,JUTTED,LF,target,left,aqua,imageability,liberal,no,m,0,2.81264934666,-3,116
7,001,1,recog,36,NUANCE,LF,target,left,aqua,imageability,liberal,no,z,1,3.90542850166,3,119
7,001,1,recog,37,DAUGHTER,HF,target,right,yellow,pleasantness,conservative,no,z,1,1.5329752313,1,120
7,001,1,recog,38,ALDER,LF,lure,-,-,-,liberal,no,z,0,1.23981106526,-1,119
7,001,1,recog,39,OPPOSES,LF,lure,-,-,-,liberal,no,z,0,1.05317272991,-1,118
7,001,1,recog,40,STOOD,HF,target,right,yellow,pleasantness,liberal,no,m,0,2.05292197061,-3,115
7,001,1,recog,41,GIVEN,HF,lure,-,-,-,liberal,no,z,0,1.23977953696,-1,114
7,001,1,recog,42,SMALL,HF,lure,-,-,-,liberal,no,m,1,4.11871735821,1,115
7,001,1,recog,43,ROUND,HF,lure,-,-,-,conservative,no,m,1,2.89249202819,3,118
7,001,1,recog,44,THEORY,HF,lure,-,-,-,conservative,no,z,0,1.22646325815,-3,115
7,001,1,recog,45,INITIATES,LF,target,left,aqua,imageability,liberal,no,m,0,2.18622590206,-3,112
7,001,1,recog,46,ONCOMING,LF,target,right,yellow,pleasantness,conservative,no,m,0,1.0662690443,-1,111
7,001,1,recog,47,NUCLEAR,HF,target,left,aqua,imageability,conservative,yes,z,1,0.93336104881,1,112
7,001,1,recog,48,KERNEL,LF,lure,-,-,-,conservative,no,m,1,1.99960626371,3,115
7,001,1,recog,49,MONEY,HF,lure,-,-,-,liberal,no,m,1,2.73256177153,1,116
7,001,1,recog,50,MAUSOLEUM,LF,target,right,yellow,pleasantness,liberal,no,m,0,1.22646619112,-3,113
7,001,1,recog,51,MERELY,HF,target,right,yellow,pleasantness,conservative,no,z,1,1.49305645679,1,114
7,001,1,recog,52,UNDER,HF,target,right,yellow,pleasantness,liberal,no,z,1,1.02629234595,3,117
7,001,1,recog,53,POINT,HF,target,right,yellow,pleasantness,conservative,no,m,0,1.66628099571,-1,116
7,001,1,recog,54,SOLEMNITY,LF,lure,-,-,-,liberal,no,z,0,1.4264244712,-1,115
7,001,1,recog,55,MARKET,HF,lure,-,-,-,liberal,no,m,1,0.986524613691,1,116
7,001,1,recog,56,AMONG,HF,target,left,aqua,imageability,liberal,no,z,1,1.69297221047,3,119
7,001,1,recog,57,DAMASK,LF,target,right,yellow,pleasantness,liberal,no,z,1,2.74592057674,3,122
7,001,1,recog,58,FATHER,HF,target,right,yellow,pleasantness,liberal,no,m,0,1.85273272789,-3,119
7,001,1,recog,59,ACQUIRES,LF,target,right,yellow,pleasantness,conservative,no,m,0,1.33311703498,-1,118
7,001,1,recog,60,ASKED,HF,target,left,aqua,imageability,conservative,no,z,1,0.373533295584,1,119
7,001,1,recog,61,SHALL,HF,target,left,aqua,imageability,conservative,no,z,1,0.786636722158,1,120
7,001,1,recog,62,LONGER,HF,target,right,yellow,pleasantness,conservative,no,z,1,6.82424843661,1,121
7,001,1,recog,63,SUPPORT,HF,lure,-,-,-,conservative,no,m,1,4.34521251137,3,124
7,001,1,recog,64,ISOLATING,LF,lure,-,-,-,conservative,no,m,1,6.38458357437,3,127
7,001,1,recog,65,QUESTION,HF,target,right,yellow,pleasantness,liberal,no,z,1,5.14511052112,3,130
7,001,1,recog,66,MOTHER,HF,lure,-,-,-,conservative,no,z,0,5.02514229866,-3,127
7,001,1,recog,67,ECHELONS,LF,target,right,yellow,pleasantness,conservative,no,m,0,0.720037731226,-1,126
7,001,1,recog,68,SNEAKED,LF,target,right,yellow,pleasantness,conservative,no,z,1,0.306819190038,1,127
7,001,1,recog,69,RAYON,LF,target,right,yellow,pleasantness,conservative,no,z,1,0.893288299325,1,128
